wav_filename,wav_filesize,transcript
/home/nvidia/deepspeech/DeepSpeech/data/deepspeech_material/train/record.461.wav,108838,une intelligence artificielle est elle un cerveau
/home/nvidia/deepspeech/DeepSpeech/data/deepspeech_material/train/record.462.wav,140114,as tu besoin d un cerveau pour avoir une intelligence artificielle
/home/nvidia/deepspeech/DeepSpeech/data/deepspeech_material/train/record.463.wav,107552,as tu un cerveau et une intelligence artificielle
/home/nvidia/deepspeech/DeepSpeech/data/deepspeech_material/train/record.464.wav,116674,es tu un ordinateur un portable ou une tablette
/home/nvidia/deepspeech/DeepSpeech/data/deepspeech_material/train/record.465.wav,68338,as tu des composants electroniques
/home/nvidia/deepspeech/DeepSpeech/data/deepspeech_material/train/record.466.wav,68722,c est quoi des composants electroniques
/home/nvidia/deepspeech/DeepSpeech/data/deepspeech_material/train/record.467.wav,72104,fonctionnes tu a l electricite
/home/nvidia/deepspeech/DeepSpeech/data/deepspeech_material/train/record.468.wav,91672,as tu besoin d electricite pour vivre
/home/nvidia/deepspeech/DeepSpeech/data/deepspeech_material/train/record.469.wav,74822,que fais tu quand tes batteries sont vides
/home/nvidia/deepspeech/DeepSpeech/data/deepspeech_material/train/record.470.wav,59408,comment fais tu pour te recharger
/home/nvidia/deepspeech/DeepSpeech/data/deepspeech_material/train/record.471.wav,77888,as tu besoin de te recharger souvent
/home/nvidia/deepspeech/DeepSpeech/data/deepspeech_material/train/record.472.wav,72490,quand as tu besoin de te recharger
/home/nvidia/deepspeech/DeepSpeech/data/deepspeech_material/train/record.473.wav,51130,comment tu te recharges
/home/nvidia/deepspeech/DeepSpeech/data/deepspeech_material/train/record.474.wav,54562,ou est ce que tu te recharges
/home/nvidia/deepspeech/DeepSpeech/data/deepspeech_material/train/record.475.wav,39384,comment tu t alimentes
/home/nvidia/deepspeech/DeepSpeech/data/deepspeech_material/train/record.476.wav,79094,quel est ton systeme d exploitation
/home/nvidia/deepspeech/DeepSpeech/data/deepspeech_material/train/record.477.wav,87596,c est quoi ton systeme d exploitation
/home/nvidia/deepspeech/DeepSpeech/data/deepspeech_material/train/record.478.wav,142526,alfred sais tu ce qu est la robotique et es tu un robot
/home/nvidia/deepspeech/DeepSpeech/data/deepspeech_material/train/record.479.wav,98346,disposes tu d une ou de plusieurs cameras
/home/nvidia/deepspeech/DeepSpeech/data/deepspeech_material/train/record.480.wav,74822,as tu une ou plusieurs oreilles
/home/nvidia/deepspeech/DeepSpeech/data/deepspeech_material/train/record.481.wav,66834,as tu un ou plusieurs yeux
/home/nvidia/deepspeech/DeepSpeech/data/deepspeech_material/train/record.482.wav,40178,as tu une bouche
/home/nvidia/deepspeech/DeepSpeech/data/deepspeech_material/train/record.483.wav,103900,est ce que tu as une bouche un nez et des yeux
/home/nvidia/deepspeech/DeepSpeech/data/deepspeech_material/train/record.484.wav,79572,disposes tu d une camera laser
/home/nvidia/deepspeech/DeepSpeech/data/deepspeech_material/train/record.485.wav,147358,as tu une camera trois d tridimensionnelle ou stereo
/home/nvidia/deepspeech/DeepSpeech/data/deepspeech_material/train/record.486.wav,98294,disposes tu de un ou plusieurs micros
/home/nvidia/deepspeech/DeepSpeech/data/deepspeech_material/train/record.487.wav,62846,est ce que tu es vraiment un robot
/home/nvidia/deepspeech/DeepSpeech/data/deepspeech_material/train/record.488.wav,110496,as tu une antenne ou est ce que tu as plusieurs antennes
/home/nvidia/deepspeech/DeepSpeech/data/deepspeech_material/train/record.489.wav,111676,as tu un haut parleur et as tu des capteurs
/home/nvidia/deepspeech/DeepSpeech/data/deepspeech_material/train/record.490.wav,123662,est ce que tu as un capteur de sol et une roulette directionnelle
/home/nvidia/deepspeech/DeepSpeech/data/deepspeech_material/train/record.491.wav,71884,est ce que tu te deplaces avec tes roues
/home/nvidia/deepspeech/DeepSpeech/data/deepspeech_material/train/record.492.wav,114678,as tu une carte mere et un processeur informatique
/home/nvidia/deepspeech/DeepSpeech/data/deepspeech_material/train/record.493.wav,76014,alfred peux tu rouler lentement
/home/nvidia/deepspeech/DeepSpeech/data/deepspeech_material/train/record.494.wav,54272,est ce que tu es capable de rouler
/home/nvidia/deepspeech/DeepSpeech/data/deepspeech_material/train/record.495.wav,62666,comment fais tu pour te deplacer
/home/nvidia/deepspeech/DeepSpeech/data/deepspeech_material/train/record.496.wav,65934,aimes tu te promener dans la maison
/home/nvidia/deepspeech/DeepSpeech/data/deepspeech_material/train/record.497.wav,64958,est ce que tu aimes te promener dans la maison
/home/nvidia/deepspeech/DeepSpeech/data/deepspeech_material/train/record.498.wav,52654,comment peux tu boire
/home/nvidia/deepspeech/DeepSpeech/data/deepspeech_material/train/record.499.wav,50218,comment peux tu manger
/home/nvidia/deepspeech/DeepSpeech/data/deepspeech_material/train/record.500.wav,48148,comment peux tu pleurer
/home/nvidia/deepspeech/DeepSpeech/data/deepspeech_material/train/record.501.wav,108936,es tu capable de boire ou de manger ou de pleurer
/home/nvidia/deepspeech/DeepSpeech/data/deepspeech_material/train/record.502.wav,64572,alfred c est pas mal du tout
/home/nvidia/deepspeech/DeepSpeech/data/deepspeech_material/train/record.503.wav,72784,oui je le sais parfaitement bien
/home/nvidia/deepspeech/DeepSpeech/data/deepspeech_material/train/record.504.wav,112544,en effet ca a l air bien genial et top
/home/nvidia/deepspeech/DeepSpeech/data/deepspeech_material/train/record.505.wav,113868,est ce que tu as une tete des yeux et une camera
/home/nvidia/deepspeech/DeepSpeech/data/deepspeech_material/train/record.506.wav,198538,est ce que tu disposes d une intelligence artificielle d un nez d une bouche et d oreilles
/home/nvidia/deepspeech/DeepSpeech/data/deepspeech_material/train/record.507.wav,168954,est ce que tu as un cerveau un cou un corps des bras et des mains
/home/nvidia/deepspeech/DeepSpeech/data/deepspeech_material/train/record.508.wav,116658,est ce que tu as des doigts des jambes et des genoux
/home/nvidia/deepspeech/DeepSpeech/data/deepspeech_material/train/record.509.wav,120384,as tu des pieds ou des roues voire des roulettes
/home/nvidia/deepspeech/DeepSpeech/data/deepspeech_material/train/record.510.wav,121806,est ce que tu as des capteurs ainsi qu une station de recharge
/home/nvidia/deepspeech/DeepSpeech/data/deepspeech_material/train/record.511.wav,122808,as tu une base de recharge et des capteurs de distance
